Entry	Entry name	Status	Protein names	Gene names	Cross-reference (KEGG)	Organism	Length	Pathway	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Annotation	Caution	Features	Gene ontology IDs	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Signal peptide	Transit peptide	Cross-reference (Bgee)	Cross-reference (CollecTF)	Cross-reference (BioCyc)	Cross-reference (RefSeq)
Q7V3A6	Q7V3A6_PROMP	unreviewed	2-carboxy-1,4-naphthoquinone phytyltransferase (EC 2.5.1.130) (1,4-dihydroxy-2-naphthoate phytyltransferase) (DHNA phytyltransferase)	menA PMM0176	pmm:PMM0176;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	305	PATHWAY: Cofactor biosynthesis; phylloquinone biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01938}.	PMM0176	menA		2 out of 5		Transmembrane (7)	GO:0004659; GO:0005887; GO:0042372	phylloquinone biosynthetic process [GO:0042372]	integral component of plasma membrane [GO:0005887]	prenyltransferase activity [GO:0004659]						WP_011131815.1;
Q7V2N1	Q7V2N1_PROMP	unreviewed	Cytochrome c oxidase, subunit III (EC 1.9.3.1)	ctaE PMM0444	pmm:PMM0444;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	200		PMM0444	ctaE		2 out of 5		Domain (1); Transmembrane (5)	GO:0004129; GO:0005886; GO:0016021; GO:0019646	aerobic electron transport chain [GO:0019646]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	cytochrome-c oxidase activity [GO:0004129]						WP_011132080.1;
Q7TUB9	Q7TUB9_PROMP	unreviewed	Possible Elongation factor Tu domain 2	PMM0688	pmm:PMM0688;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	105		PMM0688			1 out of 5			GO:0003746			translation elongation factor activity [GO:0003746]						
Q7V399	Q7V399_PROMP	unreviewed	Para-aminobenzoate synthase component II (EC 4.1.3.-)	pabA PMM0184	pmm:PMM0184;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	198		PMM0184	pabA		1 out of 5		Domain (1)	GO:0016829; GO:0071704	organic substance metabolic process [GO:0071704]		lyase activity [GO:0016829]						WP_011131823.1;
A8WIN2	A8WIN2_PROMP	unreviewed	Uncharacterized protein	PMM2016	pmm:PMM2016;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	31		PMM2016			1 out of 5												
Q7UZX3	Q7UZX3_PROMP	unreviewed	Putative imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	hisB PMM1526	pmm:PMM1526;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	267		PMM1526	hisB		1 out of 5			GO:0004424			imidazoleglycerol-phosphate dehydratase activity [GO:0004424]						WP_011133154.1;
Q7V168	Q7V168_PROMP	unreviewed	Uncharacterized protein	PMM1015	pmm:PMM1015;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	134		PMM1015			1 out of 5		Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							WP_011132647.1;
Q7V0J4	Q7V0J4_PROMP	unreviewed	LexA repressor (EC 3.4.21.88)	lexA PMM1262	pmm:PMM1262;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	207		PMM1262	lexA		3 out of 5		Active site (2); DNA binding (1); Domain (2); Site (1)	GO:0003677; GO:0004252; GO:0006260; GO:0006281; GO:0009432; GO:0045892	DNA repair [GO:0006281]; DNA replication [GO:0006260]; negative regulation of transcription, DNA-templated [GO:0045892]; SOS response [GO:0009432]		DNA binding [GO:0003677]; serine-type endopeptidase activity [GO:0004252]						WP_011132896.1;
Q7V3I0	Q7V3I0_PROMP	unreviewed	Similar to serum resistance locus BrkB	PMM0095	pmm:PMM0095;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	308		PMM0095			1 out of 5		Transmembrane (6)	GO:0016021		integral component of membrane [GO:0016021]							
Q7V0J9	Q7V0J9_PROMP	unreviewed	Possible dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	PMM1257	pmm:PMM1257;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	329		PMM1257			1 out of 5		Domain (1)	GO:0008460			dTDP-glucose 4,6-dehydratase activity [GO:0008460]						WP_011132891.1;
Q7V2G7	Q7V2G7_PROMP	unreviewed	Signal peptidase I (EC 3.4.21.89)	lepB PMM0513	pmm:PMM0513;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	228		PMM0513	lepB		2 out of 5		Active site (2); Domain (1)	GO:0004252; GO:0006465; GO:0016021	signal peptide processing [GO:0006465]	integral component of membrane [GO:0016021]	serine-type endopeptidase activity [GO:0004252]						WP_011132148.1;
Q7V3F2	Q7V3F2_PROMP	unreviewed	Cysteine synthase (EC 2.5.1.47)	cysK2 PMM0123	pmm:PMM0123;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	322		PMM0123	cysK2		2 out of 5		Binding site (2); Domain (1); Modified residue (1); Region (1)	GO:0004124; GO:0006535; GO:0016829	cysteine biosynthetic process from serine [GO:0006535]		cysteine synthase activity [GO:0004124]; lyase activity [GO:0016829]						WP_011131762.1;
Q7V0Q8	Q7V0Q8_PROMP	unreviewed	Uncharacterized protein	PMM1198	pmm:PMM1198;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	457		PMM1198			1 out of 5		Transmembrane (12)	GO:0005886; GO:0016021; GO:0016758		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	hexosyltransferase activity [GO:0016758]						WP_011132832.1;
Q7V254	Q7V254_PROMP	unreviewed	Putative lycopene epsilon cyclase	crtL2 PMM0633	pmm:PMM0633;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	427		PMM0633	crtL2		1 out of 5			GO:0016117; GO:0016705	carotenoid biosynthetic process [GO:0016117]		oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]						WP_011132267.1;
Q7TU32	Q7TU32_PROMP	unreviewed	Alanine racemase (EC 5.1.1.1)	alr PMM1527	pmm:PMM1527;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	395	PATHWAY: Amino-acid biosynthesis; D-alanine biosynthesis; D-alanine from L-alanine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01201}.	PMM1527	alr		3 out of 5		Active site (2); Binding site (2); Domain (1); Modified residue (1)	GO:0008784; GO:0030170; GO:0030632	D-alanine biosynthetic process [GO:0030632]		alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]						WP_011133155.1;
Q7UZX5	Q7UZX5_PROMP	unreviewed	Photosystem I reaction center subunit VIII	psaI PMM1520	pmm:PMM1520;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	37		PMM1520	psaI		2 out of 5		Transmembrane (1)	GO:0009522; GO:0015979; GO:0016021; GO:0031676	photosynthesis [GO:0015979]	integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]							WP_011133148.1;
A8WIN3	A8WIN3_PROMP	unreviewed	Uncharacterized protein	PMM2018	pmm:PMM2018;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	41		PMM2018			1 out of 5		Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							
A8WI64	A8WI64_PROMP	unreviewed	Uncharacterized protein	PMM1847	pmm:PMM1847;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	67		PMM1847			1 out of 5												WP_036930908.1;
Q7V1V1	Q7V1V1_PROMP	unreviewed	Glycosyl transferase, family 2	PMM0752	pmm:PMM0752;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	305		PMM0752			1 out of 5		Domain (1)	GO:0016740			transferase activity [GO:0016740]						
Q7UZF4	Q7UZF4_PROMP	unreviewed	Possible protein kinase:ABC1 family	PMM1714	pmm:PMM1714;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	618		PMM1714			1 out of 5		Domain (1)	GO:0004672; GO:0005524			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]						WP_011133341.1;
Q7V0K1	Q7V0K1_PROMP	unreviewed	Uncharacterized protein	PMM1255	pmm:PMM1255;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	430		PMM1255			1 out of 5		Transmembrane (8)	GO:0016021		integral component of membrane [GO:0016021]							WP_011132889.1;
Q7V231	Q7V231_PROMP	unreviewed	NAD-dependent DNA ligase N-terminus (EC 6.5.1.2)	PMM0659	pmm:PMM0659;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	249		PMM0659			1 out of 5		Domain (1)	GO:0003911			DNA ligase (NAD+) activity [GO:0003911]						WP_011132293.1;
Q7V359	Q7V359_PROMP	unreviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	dfp (coaBC) coaBC PMM0229	pmm:PMM0229;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	418	PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 2/5. {ECO:0000256|HAMAP-Rule:MF_02225, ECO:0000256|RuleBase:RU364078}.; PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 3/5. {ECO:0000256|HAMAP-Rule:MF_02225, ECO:0000256|RuleBase:RU364078}.	PMM0229	dfp (coaBC)	coaBC	4 out of 5	CAUTION: Lacks conserved residue(s) required for the propagation of feature annotation. {ECO:0000256|HAMAP-Rule:MF_02225}.	Active site (1); Binding site (5); Domain (2); Nucleotide binding (1); Region (2)	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872	coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]		FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]						WP_011131868.1;
Q7V022	Q7V022_PROMP	unreviewed	Putative 8-amino-7-oxononanoate synthase (EC 2.3.1.47)	bioF PMM1468	pmm:PMM1468;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	381		PMM1468	bioF		1 out of 5		Domain (1)	GO:0008710; GO:0009058; GO:0030170	biosynthetic process [GO:0009058]		8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170]						WP_011133096.1;
A8WIF1	A8WIF1_PROMP	unreviewed	Uncharacterized protein	PMM1932	pmm:PMM1932;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	56		PMM1932			1 out of 5												
Q7TTQ4	Q7TTQ4_PROMP	unreviewed	Possible Transcription factor TFIID (or TATA-b)	PMM0030	pmm:PMM0030;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	96		PMM0030			1 out of 5												
Q7V1U2	Q7V1U2_PROMP	unreviewed	Uncharacterized protein	PMM0763	pmm:PMM0763;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	127		PMM0763			1 out of 5												WP_011132397.1;
Q7V1L0	Q7V1L0_PROMP	unreviewed	Conserved hypothetical	PMM0855	pmm:PMM0855;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	257		PMM0855			1 out of 5		Transmembrane (6)	GO:0016021		integral component of membrane [GO:0016021]							
Q7V1Y2	Q7V1Y2_PROMP	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	gap1 PMM0713	pmm:PMM0713;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	340		PMM0713	gap1		2 out of 5		Active site (1); Binding site (3); Domain (1); Nucleotide binding (1); Region (2); Site (1)	GO:0006006; GO:0016620; GO:0050661; GO:0051287	glucose metabolic process [GO:0006006]		NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]						WP_011132347.1;
Q7V0P2	Q7V0P2_PROMP	unreviewed	D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)	PMM1214	pmm:PMM1214;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	216		PMM1214			2 out of 5		Active site (2); Metal binding (3); Site (3)	GO:0005737; GO:0005975; GO:0016791; GO:0046872	carbohydrate metabolic process [GO:0005975]	cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; phosphatase activity [GO:0016791]						WP_011132848.1;
Q7TU40	Q7TU40_PROMP	unreviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	purB PMM1465	pmm:PMM1465;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	431	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 2/2. {ECO:0000256|ARBA:ARBA00004734, ECO:0000256|RuleBase:RU361172}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 2/2. {ECO:0000256|ARBA:ARBA00004706, ECO:0000256|RuleBase:RU361172}.	PMM1465	purB		2 out of 5		Coiled coil (2); Domain (1)	GO:0004018; GO:0006189; GO:0044208; GO:0070626	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]		(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]						WP_011133093.1;
Q7V1F0	Q7V1F0_PROMP	unreviewed	HATPase_c domain-containing protein	PMM0923	pmm:PMM0923;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	147		PMM0923			1 out of 5		Domain (1)										WP_011132556.1;
Q7V2U2	Q7V2U2_PROMP	unreviewed	Putative cyanate ABC transporter	PMM0371	pmm:PMM0371;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	260		PMM0371			1 out of 5		Domain (1); Transmembrane (5)	GO:0005886; GO:0015112; GO:0016021		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	nitrate transmembrane transporter activity [GO:0015112]						WP_011132008.1;
Q7UZL5	Q7UZL5_PROMP	unreviewed	DNA_pol3_delta domain-containing protein	PMM1647	pmm:PMM1647;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	333		PMM1647			1 out of 5		Domain (1)	GO:0003677; GO:0003887; GO:0006260; GO:0009360	DNA replication [GO:0006260]	DNA polymerase III complex [GO:0009360]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]						WP_011133274.1;
Q7UZU2	Q7UZU2_PROMP	unreviewed	Uncharacterized protein	PMM1563	pmm:PMM1563;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	81		PMM1563			1 out of 5		Region (1); Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							WP_011133191.1;
Q7V112	Q7V112_PROMP	unreviewed	Conserved hypothetical	PMM1078	pmm:PMM1078;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	180		PMM1078			1 out of 5												WP_011132711.1;
Q7V1P0	Q7V1P0_PROMP	unreviewed	Ribosomal silencing factor RsfS	rsfS PMM0823	pmm:PMM0823;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	114		PMM0823	rsfS		2 out of 5			GO:0005737; GO:0017148; GO:0042256; GO:0090071	mature ribosome assembly [GO:0042256]; negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of translation [GO:0017148]	cytoplasm [GO:0005737]							WP_011132457.1;
Q7V2E5	Q7V2E5_PROMP	unreviewed	Putative short-chain dehydrogenase	PMM0535	pmm:PMM0535;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	235		PMM0535			1 out of 5			GO:0016491			oxidoreductase activity [GO:0016491]						WP_011132170.1;
A8WI41	A8WI41_PROMP	unreviewed	Uncharacterized protein	PMM1828	pmm:PMM1828;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	60		PMM1828			1 out of 5												WP_036930926.1;
Q7V1X0	Q7V1X0_PROMP	unreviewed	DNA ligase (ATP) (EC 6.5.1.1)	PMM0729	pmm:PMM0729;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	545		PMM0729			2 out of 5		Domain (1)	GO:0003677; GO:0003910; GO:0005524; GO:0006260; GO:0006281; GO:0006310	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]		ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]						WP_011132363.1;
Q7V0A4	Q7V0A4_PROMP	unreviewed	Possible MATH domain	PMM1365	pmm:PMM1365;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	104		PMM1365			1 out of 5												WP_011132999.1;
Q7V3N4	Q7V3N4_PROMP	unreviewed	Putative penicillin-binding protein	PMM0040	pmm:PMM0040;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	596		PMM0040			1 out of 5		Domain (2); Transmembrane (1)	GO:0008658; GO:0009002; GO:0009252; GO:0016021	peptidoglycan biosynthetic process [GO:0009252]	integral component of membrane [GO:0016021]	penicillin binding [GO:0008658]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]						WP_011131678.1;
Q7TUE6	Q7TUE6_PROMP	unreviewed	Proline iminopeptidase (PIP) (EC 3.4.11.5) (Prolyl aminopeptidase)	PMM0356	pmm:PMM0356;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	315		PMM0356			2 out of 5		Active site (3); Domain (1)	GO:0004177; GO:0005737		cytoplasm [GO:0005737]	aminopeptidase activity [GO:0004177]						WP_011131993.1;
Q7V141	Q7V141_PROMP	unreviewed	Conserved hypothetical	PMM1045	pmm:PMM1045;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	93		PMM1045			1 out of 5		Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							
Q7V2D2	Q7V2D2_PROMP	unreviewed	HAM1 family protein	PMM0548	pmm:PMM0548;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	195		PMM0548			1 out of 5			GO:0009143; GO:0034404; GO:0047429	nucleobase-containing small molecule biosynthetic process [GO:0034404]; nucleoside triphosphate catabolic process [GO:0009143]		nucleoside-triphosphate diphosphatase activity [GO:0047429]						
A8WIK1	A8WIK1_PROMP	unreviewed	Uncharacterized protein	PMM1984	pmm:PMM1984;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	39		PMM1984			1 out of 5		Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							
A8WIA2	A8WIA2_PROMP	unreviewed	Uncharacterized protein	PMM1883	pmm:PMM1883;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	68		PMM1883			1 out of 5												WP_036930795.1;
Q7V213	Q7V213_PROMP	unreviewed	Quinolinate synthase A (EC 2.5.1.72)	nadA PMM0678	pmm:PMM0678;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	304	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; quinolinate from iminoaspartate: step 1/1. {ECO:0000256|ARBA:ARBA00005065, ECO:0000256|HAMAP-Rule:MF_00568}.	PMM0678	nadA		2 out of 5		Binding site (6)	GO:0005737; GO:0008987; GO:0009435; GO:0046872; GO:0051539	NAD biosynthetic process [GO:0009435]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; quinolinate synthetase A activity [GO:0008987]						
Q7V1V9	Q7V1V9_PROMP	unreviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH1 ftsH PMM0743	pmm:PMM0743;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	637		PMM0743	ftsH1	ftsH	4 out of 5	CAUTION: Lacks conserved residue(s) required for the propagation of feature annotation. {ECO:0000256|HAMAP-Rule:MF_01458}.	Active site (1); Domain (1); Metal binding (3); Nucleotide binding (1); Transmembrane (1)	GO:0004176; GO:0004222; GO:0005524; GO:0008270; GO:0016021; GO:0016887; GO:0030163; GO:0031676	protein catabolic process [GO:0030163]	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]	ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; ATP hydrolysis activity [GO:0016887]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]						WP_011132377.1;
Q7V133	Q7V133_PROMP	unreviewed	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	PMM1053	pmm:PMM1053;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	185		PMM1053			2 out of 5		Binding site (1); Nucleotide binding (1)	GO:0005524; GO:0030272; GO:0046872			5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]						WP_011132686.1;
Q7V1D4	Q7V1D4_PROMP	unreviewed	Possible cAMP phosphodiesterases class-II	PMM0941	pmm:PMM0941;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	119		PMM0941			1 out of 5		Chain (1); Domain (1); Signal peptide (1)	GO:0019867		outer membrane [GO:0019867]		SIGNAL 1..22;  /evidence="ECO:0000256|SAM:SignalP"					
Q7V134	Q7V134_PROMP	unreviewed	SufE domain-containing protein	PMM1052	pmm:PMM1052;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	141		PMM1052			1 out of 5		Domain (1)										WP_011132685.1;
Q7TU21	Q7TU21_PROMP	unreviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd PMM1654	pmm:PMM1654;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	343	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 2/4. {ECO:0000256|ARBA:ARBA00005076, ECO:0000256|HAMAP-Rule:MF_02121}.; PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-homoserine from L-aspartate: step 2/3. {ECO:0000256|ARBA:ARBA00005021, ECO:0000256|HAMAP-Rule:MF_02121}.; PATHWAY: Amino-acid biosynthesis; L-threonine biosynthesis; L-threonine from L-aspartate: step 2/5. {ECO:0000256|ARBA:ARBA00005097, ECO:0000256|HAMAP-Rule:MF_02121}.	PMM1654	asd		4 out of 5	CAUTION: Lacks conserved residue(s) required for the propagation of feature annotation. {ECO:0000256|HAMAP-Rule:MF_02121}.	Active site (2); Binding site (5); Domain (1); Nucleotide binding (3)	GO:0004073; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287; GO:0071266	'de novo' L-methionine biosynthetic process [GO:0071266]; diaminopimelate biosynthetic process [GO:0019877]; isoleucine biosynthetic process [GO:0009097]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]		aspartate-semialdehyde dehydrogenase activity [GO:0004073]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; protein dimerization activity [GO:0046983]						WP_011133281.1;
