"locus_tag","type","gene","gene_biotype","old_locus_tag","product","protein_id"
"ACZ81_RS15735","gene",NA,"protein_coding","ACZ81_15730","ATP-dependent helicase","WP_061486501.1"
"ACZ81_RS15740","gene",NA,"protein_coding","ACZ81_15735","lipase","WP_014950619.1"
"ACZ81_RS15745","gene",NA,"protein_coding","ACZ81_15740","ADP-ribosylglycohydrolase family protein","WP_061486502.1"
"ACZ81_RS15750","gene",NA,"protein_coding","ACZ81_15745","Gfo/Idh/MocA family oxidoreductase","WP_061486503.1"
"ACZ81_RS15755","gene",NA,"protein_coding","ACZ81_15750","PAS domain S-box protein","WP_081106112.1"
"ACZ81_RS15760","gene",NA,"protein_coding","ACZ81_15755","AI-2E family transporter","WP_061486505.1"
"ACZ81_RS15765","gene",NA,"protein_coding","ACZ81_15760","TonB-dependent siderophore receptor","WP_061486506.1"
"ACZ81_RS15770","gene",NA,"protein_coding","ACZ81_15765","hypothetical protein","WP_049588169.1"
"ACZ81_RS15775","gene",NA,"protein_coding","ACZ81_15770","PepSY domain-containing protein","WP_049588167.1"
"ACZ81_RS15785","gene",NA,"protein_coding","ACZ81_15780","NAD(P)-dependent alcohol dehydrogenase","WP_014977336.1"
"ACZ81_RS15790","gene","dsbG","protein_coding","ACZ81_15785","thiol:disulfide interchange protein DsbG","WP_014977337.1"
"ACZ81_RS15795","gene",NA,"protein_coding","ACZ81_15790","redoxin family protein","WP_231506568.1"
"ACZ81_RS15800","gene",NA,"protein_coding","ACZ81_15795","response regulator transcription factor","WP_014977339.1"
"ACZ81_RS15805","gene",NA,"protein_coding","ACZ81_15800","ATP-binding protein","WP_061486507.1"
"ACZ81_RS15810","gene",NA,"protein_coding","ACZ81_15805","lipid-transfer protein","WP_014977341.1"
"ACZ81_RS15815","gene",NA,"protein_coding","ACZ81_15810","DUF1904 family protein","WP_014977342.1"
"ACZ81_RS15820","gene",NA,"protein_coding","ACZ81_15815","Dabb family protein","WP_014977343.1"
"ACZ81_RS15825","gene",NA,"protein_coding","ACZ81_15820","hypothetical protein","WP_014977344.1"
"ACZ81_RS15830","gene",NA,"protein_coding","ACZ81_15825","aquaporin","WP_049588165.1"
"ACZ81_RS15835","gene",NA,"protein_coding","ACZ81_15830","DMT family transporter","WP_049588161.1"
"ACZ81_RS15840","gene",NA,"protein_coding","ACZ81_15835","DUF6314 family protein","WP_061486508.1"
"ACZ81_RS15845","gene",NA,"protein_coding","ACZ81_15840","TonB-dependent receptor","WP_061486509.1"
"ACZ81_RS15850","pseudogene",NA,"pseudogene","ACZ81_15845","Plug domain-containing protein",NA
"ACZ81_RS15855","gene",NA,"protein_coding","ACZ81_15850","manganese efflux pump MntP family protein","WP_014950655.1"
"ACZ81_RS15860","gene",NA,"protein_coding","ACZ81_15855","DUF1439 domain-containing protein","WP_014950656.1"
"ACZ81_RS15865","gene",NA,"protein_coding","ACZ81_15860","protein adenylyltransferase SelO family protein","WP_061486511.1"
"ACZ81_RS15870","gene",NA,"protein_coding","ACZ81_15865","Xaa-Pro peptidase family protein","WP_061487004.1"
"ACZ81_RS15875","gene",NA,"protein_coding","ACZ81_15870","adenosylhomocysteinase","WP_061486512.1"
"ACZ81_RS15880","gene",NA,"protein_coding","ACZ81_15875","sensor domain-containing diguanylate cyclase","WP_061486513.1"
"ACZ81_RS15885","gene",NA,"protein_coding","ACZ81_15880","AEC family transporter","WP_014950661.1"
"ACZ81_RS15890","gene","pedF","protein_coding","ACZ81_15885","cytochrome c-550 PedF","WP_014950662.1"
"ACZ81_RS15895","gene",NA,"protein_coding","ACZ81_15890","PQQ-dependent methanol/ethanol family dehydrogenase","WP_232376025.1"
"ACZ81_RS15900","gene",NA,"protein_coding","ACZ81_15895","ABC transporter substrate-binding protein","WP_061486514.1"
"ACZ81_RS15905","gene",NA,"protein_coding","ACZ81_15900","hypothetical protein","WP_232375956.1"
"ACZ81_RS15910","gene",NA,"protein_coding","ACZ81_15905","PQQ-dependent catabolism-associated beta-propeller protein","WP_061486515.1"
"ACZ81_RS15915","gene",NA,"protein_coding","ACZ81_15910","ATP-binding cassette domain-containing protein","WP_061486516.1"
"ACZ81_RS15920","gene",NA,"protein_coding","ACZ81_15915","ABC transporter permease","WP_015068005.1"
"ACZ81_RS15925","gene",NA,"protein_coding",NA,"leucyl aminopeptidase","WP_061486517.1"
"ACZ81_RS20920","gene","pqqA","protein_coding",NA,"pyrroloquinoline quinone precursor peptide PqqA","WP_071953288.1"
"ACZ81_RS15930","gene","pqqB","protein_coding","ACZ81_15925","pyrroloquinoline quinone biosynthesis protein PqqB","WP_014950672.1"
"ACZ81_RS15935","gene","pqqC","protein_coding","ACZ81_15930","pyrroloquinoline-quinone synthase PqqC","WP_049588479.1"
"ACZ81_RS15940","gene","pqqD","protein_coding","ACZ81_15935","pyrroloquinoline quinone biosynthesis peptide chaperone PqqD","WP_061486518.1"
"ACZ81_RS15945","gene","pqqE","protein_coding","ACZ81_15940","pyrroloquinoline quinone biosynthesis protein PqqE","WP_061486519.1"
"ACZ81_RS15950","gene",NA,"protein_coding","ACZ81_15945","insulinase family protein","WP_061486520.1"
"ACZ81_RS15955","gene",NA,"protein_coding","ACZ81_15950","TonB-dependent receptor","WP_061486521.1"
"ACZ81_RS15960","gene",NA,"protein_coding","ACZ81_15955","hypothetical protein","WP_061486522.1"
"ACZ81_RS15965","gene",NA,"protein_coding","ACZ81_15960","hypothetical protein","WP_061486523.1"
"ACZ81_RS15970","gene",NA,"protein_coding","ACZ81_15965","response regulator transcription factor","WP_061486524.1"
"ACZ81_RS15975","gene",NA,"protein_coding","ACZ81_15970","ATP-binding protein","WP_061486525.1"
"ACZ81_RS15980","gene",NA,"protein_coding","ACZ81_15975","FIST C-terminal domain-containing protein","WP_061486526.1"
"ACZ81_RS15985","gene",NA,"protein_coding","ACZ81_15980","4Fe-4S binding protein","WP_061486527.1"
"ACZ81_RS15990","gene",NA,"protein_coding","ACZ81_15985","aldehyde dehydrogenase","WP_014950684.1"
"ACZ81_RS15995","gene",NA,"protein_coding","ACZ81_15990","response regulator transcription factor","WP_049588819.1"
"ACZ81_RS16000","gene",NA,"protein_coding","ACZ81_15995","histidine kinase","WP_061486528.1"
"ACZ81_RS16005","gene",NA,"protein_coding","ACZ81_16000","PAS domain-containing methyl-accepting chemotaxis protein","WP_061486529.1"
"ACZ81_RS16010","gene",NA,"protein_coding","ACZ81_16005","LysR family transcriptional regulator","WP_061486530.1"
"ACZ81_RS16015","gene",NA,"protein_coding","ACZ81_16010","CoA-acylating methylmalonate-semialdehyde dehydrogenase","WP_020744244.1"
"ACZ81_RS16020","gene","mmsB","protein_coding","ACZ81_16015","3-hydroxyisobutyrate dehydrogenase","WP_061486531.1"
"ACZ81_RS16025","gene",NA,"protein_coding","ACZ81_16020","BCCT family transporter","WP_061487006.1"
"ACZ81_RS16030","gene",NA,"protein_coding","ACZ81_16025","sigma-70 family RNA polymerase sigma factor","WP_061095845.1"
"ACZ81_RS16035","gene",NA,"protein_coding","ACZ81_16030","FecR domain-containing protein","WP_061095846.1"
"ACZ81_RS16040","gene",NA,"protein_coding","ACZ81_16035","TonB-dependent receptor","WP_061095847.1"
"ACZ81_RS16045","gene",NA,"protein_coding","ACZ81_16040","metallophosphoesterase","WP_061095848.1"
"ACZ81_RS16050","gene",NA,"protein_coding","ACZ81_16045","LysR family transcriptional regulator","WP_061486532.1"
"ACZ81_RS16055","gene","lldD","protein_coding","ACZ81_16050","FMN-dependent L-lactate dehydrogenase LldD","WP_061486533.1"
"ACZ81_RS16060","gene","dld","protein_coding","ACZ81_16055","D-lactate dehydrogenase","WP_061486534.1"
"ACZ81_RS16065","gene",NA,"protein_coding","ACZ81_16060","response regulator transcription factor","WP_014950697.1"
"ACZ81_RS16070","gene",NA,"protein_coding","ACZ81_16065","transporter","WP_014950698.1"
"ACZ81_RS16075","gene",NA,"protein_coding","ACZ81_16070","curli production assembly protein CsgF","WP_014950699.1"
"ACZ81_RS16080","gene",NA,"protein_coding","ACZ81_16075","curli production assembly protein CsgE","WP_049588826.1"
"ACZ81_RS16085","gene",NA,"protein_coding","ACZ81_16080","curlin","WP_061487007.1"
"ACZ81_RS16090","gene",NA,"protein_coding","ACZ81_16085","minor curlin subunit CsgB","WP_049588827.1"
"ACZ81_RS16095","gene",NA,"protein_coding","ACZ81_16090","S8 family serine peptidase","WP_061486535.1"
"ACZ81_RS16100","gene",NA,"protein_coding","ACZ81_16095","response regulator transcription factor","WP_049588829.1"
"ACZ81_RS16105","gene",NA,"protein_coding","ACZ81_16100","MASE1 domain-containing protein","WP_061486536.1"
"ACZ81_RS16110","gene",NA,"protein_coding","ACZ81_16105","thioredoxin family protein","WP_061486537.1"
"ACZ81_RS16115","gene",NA,"protein_coding","ACZ81_16110","DEAD/DEAH box helicase","WP_061486538.1"
"ACZ81_RS16120","gene",NA,"protein_coding","ACZ81_16115","mechanosensitive ion channel","WP_014949480.1"
"ACZ81_RS16125","gene",NA,"protein_coding","ACZ81_16120","hypothetical protein","WP_014949481.1"
"ACZ81_RS16130","gene","katG","protein_coding","ACZ81_16125","catalase/peroxidase HPI","WP_061486539.1"
"ACZ81_RS16135","gene",NA,"protein_coding","ACZ81_16130","porin family protein","WP_061486540.1"
"ACZ81_RS20925","pseudogene",NA,"pseudogene",NA,"methyl-accepting chemotaxis protein",NA
"ACZ81_RS16140","gene",NA,"protein_coding","ACZ81_16135","phospholipase D-like domain-containing protein","WP_061486541.1"
"ACZ81_RS16145","gene",NA,"protein_coding","ACZ81_16140","endonuclease/exonuclease/phosphatase family protein","WP_014949486.1"
"ACZ81_RS16150","gene",NA,"protein_coding","ACZ81_16145","LysR family transcriptional regulator","WP_061486542.1"
"ACZ81_RS16155","gene",NA,"protein_coding","ACZ81_16150","TonB-dependent receptor","WP_061486543.1"
"ACZ81_RS16160","gene",NA,"protein_coding","ACZ81_16155","sulfite exporter TauE/SafE family protein","WP_061486544.1"
"ACZ81_RS16165","gene",NA,"protein_coding","ACZ81_16160","histidinol-phosphate aminotransferase family protein","WP_014949490.1"
"ACZ81_RS16170","gene",NA,"protein_coding","ACZ81_16165","response regulator","WP_061486545.1"
"ACZ81_RS16175","gene",NA,"protein_coding","ACZ81_16170","chemotaxis protein CheX","WP_014999547.1"
"ACZ81_RS16180","gene",NA,"protein_coding","ACZ81_16175","HAMP domain-containing histidine kinase","WP_061486546.1"
"ACZ81_RS16185","gene",NA,"protein_coding","ACZ81_16180","MBL fold metallo-hydrolase","WP_061486547.1"
"ACZ81_RS16190","gene",NA,"protein_coding","ACZ81_16185","DNA polymerase II","WP_232376026.1"
"ACZ81_RS16195","gene",NA,"protein_coding","ACZ81_16190","hypothetical protein","WP_061486549.1"
"ACZ81_RS16200","gene",NA,"protein_coding","ACZ81_16195","AMP-binding protein","WP_061486550.1"
"ACZ81_RS16205","gene","rrf","rRNA","ACZ81_16200","5S ribosomal RNA",NA
"ACZ81_RS16210","gene",NA,"rRNA","ACZ81_16205","23S ribosomal RNA",NA
"ACZ81_RS16215","gene",NA,"tRNA","ACZ81_16210","tRNA-Ile",NA
"ACZ81_RS16220","gene",NA,"tRNA","ACZ81_16215","tRNA-Ala",NA
"ACZ81_RS16225","gene",NA,"rRNA","ACZ81_16220","16S ribosomal RNA",NA
"ACZ81_RS16230","gene",NA,"protein_coding","ACZ81_16225","RNA-binding protein","WP_014950707.1"
"ACZ81_RS16235","gene",NA,"protein_coding","ACZ81_16230","DUF5610 domain-containing protein","WP_061486551.1"
"ACZ81_RS16240","gene","trmA","protein_coding","ACZ81_16235","tRNA (uridine(54)-C5)-methyltransferase TrmA","WP_081106113.1"
"ACZ81_RS16245","gene","fabR","protein_coding","ACZ81_16240","HTH-type transcriptional repressor FabR","WP_014977408.1"
"ACZ81_RS16250","gene",NA,"protein_coding","ACZ81_16245","fatty acid desaturase","WP_014950711.1"
"ACZ81_RS16255","gene","sthA","protein_coding","ACZ81_16250","Si-specific NAD(P)(+) transhydrogenase","WP_014950712.1"
"ACZ81_RS16260","gene",NA,"protein_coding","ACZ81_16255","hypothetical protein","WP_014950713.1"
"ACZ81_RS16265","gene",NA,"protein_coding","ACZ81_16260","uracil-DNA glycosylase family protein","WP_061095870.1"
"ACZ81_RS16270","gene",NA,"protein_coding","ACZ81_16265","EAL domain-containing protein","WP_061095871.1"
"ACZ81_RS16275","gene",NA,"protein_coding","ACZ81_16270","TIGR03899 family protein","WP_049588690.1"
"ACZ81_RS16280","gene",NA,"protein_coding","ACZ81_16275","phosphoadenylyl-sulfate reductase","WP_049588677.1"
"ACZ81_RS16285","gene","cysI","protein_coding","ACZ81_16280","assimilatory sulfite reductase (NADPH) hemoprotein subunit","WP_039227383.1"
"ACZ81_RS16290","gene",NA,"protein_coding","ACZ81_16285","assimilatory sulfite reductase (NADPH) flavoprotein subunit","WP_014950719.1"
"ACZ81_RS16295","gene",NA,"protein_coding","ACZ81_16290","TIGR04219 family outer membrane beta-barrel protein","WP_014950720.1"
"ACZ81_RS16300","gene",NA,"protein_coding","ACZ81_16295","DUF2333 family protein","WP_014950721.1"
"ACZ81_RS16305","gene",NA,"protein_coding","ACZ81_16300","hypothetical protein","WP_014977415.1"
"ACZ81_RS16310","gene",NA,"protein_coding","ACZ81_16305","PspC domain-containing protein","WP_014950723.1"
"ACZ81_RS16315","gene","pspA","protein_coding","ACZ81_16310","phage shock protein PspA","WP_014950724.1"
"ACZ81_RS16320","gene",NA,"protein_coding","ACZ81_16315","hypothetical protein","WP_049588678.1"
"ACZ81_RS16325","gene","dusA","protein_coding","ACZ81_16320","tRNA dihydrouridine(20/20a) synthase DusA","WP_222936674.1"
"ACZ81_RS16330","gene",NA,"protein_coding","ACZ81_16325","hypothetical protein","WP_061486553.1"
"ACZ81_RS16335","gene",NA,"protein_coding","ACZ81_16330","OmpA family protein","WP_061486554.1"
"ACZ81_RS16340","gene",NA,"protein_coding","ACZ81_16335","GTP-binding protein","WP_014980321.1"
"ACZ81_RS16345","gene",NA,"protein_coding","ACZ81_16340","EAL domain-containing protein","WP_061486555.1"
"ACZ81_RS16350","gene","fghA","protein_coding","ACZ81_16345","S-formylglutathione hydrolase","WP_014980323.1"
"ACZ81_RS16355","gene",NA,"protein_coding","ACZ81_16350","acyltransferase","WP_014980324.1"
"ACZ81_RS16360","gene",NA,"protein_coding","ACZ81_16355","acyltransferase","WP_061486556.1"
"ACZ81_RS16365","gene",NA,"protein_coding","ACZ81_16360","mechanosensitive ion channel","WP_061486557.1"
"ACZ81_RS16370","gene",NA,"protein_coding","ACZ81_16365","hypothetical protein","WP_014950735.1"
"ACZ81_RS16375","gene",NA,"protein_coding","ACZ81_16370","YggN family protein","WP_014980326.1"
"ACZ81_RS16380","gene",NA,"protein_coding","ACZ81_16375","NAD-dependent epimerase/dehydratase family protein","WP_061486558.1"
"ACZ81_RS16385","gene",NA,"protein_coding","ACZ81_16380","sodium-dependent transporter","WP_014950738.1"
"ACZ81_RS16390","gene",NA,"protein_coding","ACZ81_16385","SDR family NAD(P)-dependent oxidoreductase","WP_061486559.1"
"ACZ81_RS16395","gene",NA,"protein_coding","ACZ81_16390","DUF393 domain-containing protein","WP_014980330.1"
"ACZ81_RS16400","gene","msrA","protein_coding","ACZ81_16395","peptide-methionine (S)-S-oxide reductase MsrA","WP_014950741.1"
"ACZ81_RS16405","gene",NA,"protein_coding","ACZ81_16400","hypothetical protein","WP_014980331.1"
"ACZ81_RS16410","gene",NA,"protein_coding","ACZ81_16405","hypothetical protein","WP_061486560.1"
"ACZ81_RS16415","gene","fldB","protein_coding","ACZ81_16410","flavodoxin FldB","WP_014950744.1"
"ACZ81_RS16420","gene",NA,"protein_coding","ACZ81_16415","hypothetical protein","WP_081106143.1"
"ACZ81_RS16425","gene",NA,"protein_coding","ACZ81_16420","biopolymer transporter ExbD","WP_014950746.1"
"ACZ81_RS16430","gene",NA,"protein_coding","ACZ81_16425","choice-of-anchor A family protein","WP_061486562.1"
"ACZ81_RS16435","gene",NA,"protein_coding","ACZ81_16430","BCSC C-terminal domain-containing protein","WP_061486563.1"
"ACZ81_RS16440","gene",NA,"protein_coding","ACZ81_16435","glycosyl hydrolase family 8","WP_061486564.1"
"ACZ81_RS16445","gene",NA,"protein_coding","ACZ81_16440","cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB","WP_061486565.1"
"ACZ81_RS16450","gene","bcsA","protein_coding","ACZ81_16445","UDP-forming cellulose synthase catalytic subunit","WP_061486566.1"
"ACZ81_RS16455","gene",NA,"protein_coding","ACZ81_16450","hypothetical protein","WP_014950752.1"
"ACZ81_RS16460","gene",NA,"protein_coding","ACZ81_16455","YgjV family protein","WP_014977436.1"
"ACZ81_RS16465","gene",NA,"protein_coding","ACZ81_16460","methyltransferase","WP_061486567.1"
"ACZ81_RS16470","gene",NA,"protein_coding","ACZ81_16465","NAD(P)H-binding protein","WP_014950755.1"
"ACZ81_RS16475","gene",NA,"protein_coding","ACZ81_16470","S9 family peptidase","WP_061486568.1"
"ACZ81_RS16480","gene",NA,"protein_coding","ACZ81_16475","PH domain-containing protein","WP_014950757.1"
"ACZ81_RS16485","gene",NA,"protein_coding","ACZ81_16480","EAL domain-containing protein","WP_232375957.1"
"ACZ81_RS16490","gene",NA,"protein_coding","ACZ81_16485","serine/threonine dehydratase","WP_061486569.1"
"ACZ81_RS16495","gene",NA,"protein_coding","ACZ81_16490","amidohydrolase","WP_061486570.1"
"ACZ81_RS16500","gene",NA,"protein_coding","ACZ81_16495","APC family permease","WP_061486571.1"
"ACZ81_RS16505","gene",NA,"protein_coding","ACZ81_16500","MBL fold metallo-hydrolase","WP_061486572.1"
"ACZ81_RS16510","gene",NA,"protein_coding","ACZ81_16505","lactoylglutathione lyase family protein","WP_014950763.1"
"ACZ81_RS21235","gene",NA,"protein_coding","ACZ81_16510","LysR family transcriptional regulator","WP_061486573.1"
"ACZ81_RS16520","gene",NA,"protein_coding","ACZ81_16515","IS4 family transposase","WP_061439020.1"
"ACZ81_RS16525","gene",NA,"protein_coding","ACZ81_16520","class II glutamine amidotransferase","WP_061486574.1"
"ACZ81_RS16530","gene",NA,"protein_coding","ACZ81_16525","hypothetical protein","WP_232375958.1"
"ACZ81_RS16535","gene",NA,"protein_coding","ACZ81_16530","hypothetical protein","WP_061486576.1"
"ACZ81_RS16540","gene",NA,"protein_coding","ACZ81_16535","IS4 family transposase","WP_061439020.1"
"ACZ81_RS16545","gene",NA,"protein_coding","ACZ81_16540","hypothetical protein","WP_061486577.1"
"ACZ81_RS16550","gene",NA,"protein_coding","ACZ81_16545","DUF2145 domain-containing protein","WP_061486578.1"
"ACZ81_RS16555","gene",NA,"protein_coding","ACZ81_16550","hypothetical protein","WP_061486579.1"
"ACZ81_RS16560","gene",NA,"protein_coding","ACZ81_16555","helix-turn-helix domain-containing protein","WP_039228657.1"
"ACZ81_RS16565","gene",NA,"protein_coding","ACZ81_16560","IS4 family transposase","WP_061439020.1"
"ACZ81_RS16570","gene",NA,"protein_coding","ACZ81_16565","NCS1 family nucleobase:cation symporter-1","WP_061486580.1"
"ACZ81_RS16575","gene",NA,"protein_coding","ACZ81_16570","TonB-dependent receptor","WP_061486581.1"
"ACZ81_RS16580","gene",NA,"protein_coding","ACZ81_16575","CoA-acylating methylmalonate-semialdehyde dehydrogenase","WP_049586944.1"
"ACZ81_RS16585","gene",NA,"protein_coding","ACZ81_16580","flavin reductase","WP_061486582.1"
"ACZ81_RS16590","gene",NA,"protein_coding","ACZ81_16585","malonic semialdehyde reductase","WP_014977452.1"
"ACZ81_RS16595","gene","rutD","protein_coding","ACZ81_16590","pyrimidine utilization protein D","WP_081106114.1"
"ACZ81_RS16600","gene","rutC","protein_coding","ACZ81_16595","pyrimidine utilization protein C","WP_061486583.1"
"ACZ81_RS16605","gene","rutB","protein_coding","ACZ81_16600","pyrimidine utilization protein B","WP_039228642.1"
"ACZ81_RS16610","gene","rutA","protein_coding","ACZ81_16605","pyrimidine utilization protein A","WP_014950780.1"
"ACZ81_RS16615","gene","rutR","protein_coding","ACZ81_16610","HTH-type transcriptional regulator RutR","WP_014977455.1"
